SECID,BOARDID,FACEVALUE,PREVLEGALCLOSEPRICE,COUPONVALUE,COUPONPERIOD,COUPONPERCENT,NEXTCOUPON,MATDATE,ACCRUEDINT,LATNAME,YIELD,DURATION,exclude
RU000A104H08,TQCB,1000.0,86.4,0.5,1831,0.01,2027-08-17,2027-08-17,0.0,SberIOS 001P-522R 5Y RUSBSKT,0.0,0,True
RU000A104JQ3,TQCB,1000.0,93.98,129.64,182,26.0,2026-08-11,2028-02-08,94.74,Samolet Group BO-P11,42.56,211,True
RU000A104JW1,TQCB,10000000.0,74.0,455000.0,91,18.25,2026-08-13,0000-00-00,200000.0,Bank VTB SUB-T1-13,24.66,0,True
RU000A104JX9,TQCB,1000.0,89.99,0.5,1833,0.01,2027-07-22,2027-07-22,0.0,SberIOS 001P-527R 5Y TEC,0.0,0,True
RU000A104JY7,TQCB,1000.0,94.88,0.1,364,0.01,2027-06-18,2027-06-18,0.0,SberIOS 001P-524R 5Y IMOEX,0.0,0,True
RU000A104KE7,TQCB,1000.0,94.3,0.5,1835,0.01,2027-06-08,2027-06-08,0.0,SberIOS 001P-528R 5Y BSKRUS,0.0,0,True
RU000A104KK4,TQCB,1000.0,86.7,0.5,1833,0.01,2027-06-24,2027-06-24,0.0,SberIOS 001P-525R 5Y FNE,0.0,0,True
RU000A104KL2,TQCB,1000.0,86.6,0.5,1833,0.01,2027-07-01,2027-07-01,0.0,SberIOS 001P-526R 5Y TEC,0.0,0,True
RU000A104KX7,TQCB,1000.0,148.7,0.1,364,0.01,2026-06-26,2027-06-25,0.0,SberIOS 001P-523R 5Y SBER,0.0,0,True
RU000A104KY5,TQCB,1000.0,100.0,0.1,364,0.01,2027-06-03,2027-06-03,0.0,SberIOS 001P-529R 5Y IMOEX,0.0,0,True
RU000A104KZ2,TQCB,1000.0,91.8,0.5,1832,0.01,2027-08-11,2027-08-11,0.0,SberIOS 001P-530R 5Y SBERRM,0.0,0,True
RU000A104QQ8,TQCB,1000.0,55.2,0.3,1113,0.01,2026-06-26,2026-06-26,0.0,Sber CIB-CO-201,0.0,0,True
RU000A104SX0,TQCB,1000.0,98.6,59.19,182,11.87,2026-10-30,2027-04-30,17.24,RZD BO 001P-24R,14.66,301,True
RU000A104SY8,TQCB,1000.0,,59.19,182,11.87,2026-10-30,2027-04-30,17.24,RZD BO 001P-25R,0.0,0,True
RU000A104TQ2,TQCB,1000.0,99.9,57.34,182,11.5,2026-11-25,2028-11-27,8.51,EABR BO 001P-08,12.04,0,True
RU000A104UA4,TQCB,1000.0,88.27,24.56,91,9.85,2026-08-24,2037-05-11,7.83,Segezha Group 002P-04R,24.77,324,True
RU000A104US6,TQCB,1000.0,,0.0,182,,2026-11-27,2032-05-21,11.13,iUOMZ B-4,0.0,0,True
RU000A104UV0,TQCB,588.51,97.38,7.45,31,14.9,2026-06-28,2032-05-28,6.25,DOM.RF Mortgage agent BO 1P18,0.0,0,True
RU000A104V00,TQCB,1000.0,79.07,18.82,30,22.9,2026-07-16,2032-04-15,4.39,Pioneer-Leasing BR5,36.66,1047,True
RU000A104V75,TQCB,1000.0,95.39,56.84,182,11.4,2026-12-02,2032-05-26,6.25,Russian Post BO-002P-01,17.78,338,True
RU000A104VD6,TQCB,1.0,,0.02,91,10.0,2026-07-14,2027-07-13,0.02,SFO Sputnik Fin 01,0.0,0,True
RU000A104W17,TQCB,1000.0,100.07,87.26,182,17.5,2026-12-15,2032-06-08,3.36,Russian Post BO-002P-02,18.29,1430,True
RU000A104W33,TQCB,1000.0,87.8,50.61,182,10.15,2026-12-15,2032-06-08,1.95,Russian Post BO-002P-03,19.87,668,True
RU000A104WF9,TQCB,1000.0,105.25,44.88,91,18.0,2026-09-18,2032-06-11,1.97,SLAVNEFT 002P-04,15.74,492,True
RU000A104WJ1,TQCB,1000.0,99.97,0.0,0,,0000-00-00,2026-06-22,0.0,MTS 001P-21,0.0,0,True
RU000A104WZ7,TQCB,1000.0,99.53,62.33,91,25.0,2026-06-25,2026-06-25,60.96,ElAp BO-01,24.4,2,True
RU000A104X32,TQCB,590.27,97.77,7.6,31,15.15,2026-06-28,2032-06-28,6.37,DOM.RF Mortgage agent BO 1P19,0.0,0,True
RU000A104XE0,TQCB,1000.0,93.48,12.33,30,15.0,2026-07-14,2027-06-09,3.7,LIZING-TREYD 001P-04,27.82,327,True
RU000A104XJ9,TQCB,1000.0,99.77,59.84,91,24.0,2026-06-30,2026-12-29,55.23,MGKL 001P-01,25.3,174,True
RU000A104XR2,TQCB,1000.0,96.66,53.1,182,10.65,2026-08-01,2027-07-01,41.72,Russian Highways BO-003P-02,15.09,348,True
RU000A104Y15,TQCB,1000.0,97.54,54.1,182,10.85,2026-07-07,2027-07-06,49.94,NovaBevBP5,15.45,223,True
RU000A104Y31,TQCB,1000.0,85.1,0.5,1832,0.01,2027-08-04,2027-08-04,0.0,SberIOS 001P-408R 5Y RBC,0.0,0,True
RU000A104Z48,TQCB,1000.0,96.41,50.86,182,10.2,2026-07-16,2027-07-15,44.43,VEB.RF PBO-002P-33,15.04,360,True
RU000A104Z63,TQCB,1000.0,,50.86,182,10.2,2026-07-17,2028-01-14,44.15,VEB.RF PBO-001P-32,0.0,0,True
RU000A104Z71,TQCB,1000.0,98.52,37.4,91,15.0,2026-07-16,2037-07-02,27.95,Binnopharm Group 001P-02,21.35,115,True
RU000A104ZU1,TQCB,250.0,98.4,0.01,91,0.01,2026-07-23,2026-07-23,0.0,AO im. T.G.Shevchenko 001P-04,22.34,30,True
RU000A105054,TQCB,1000.0,97.2,69.81,182,14.0,2026-07-28,2027-01-26,56.38,IMCB JSC BO-P01-02,20.7,205,True
RU000A1050G2,TQCB,1000.0,109.76,0.18,640,0.01,2027-07-26,2027-07-26,0.0,Sber CIB-CO-319,0.0,0,True
RU000A1050V1,TQCB,1000.0,137.65,0.33,1194,0.01,2028-02-29,2028-02-29,0.0,Sber CIB-CO-274,0.0,0,True
RU000A105104,TQCB,1000.0,100.19,39.89,182,8.0,2026-07-29,2027-07-28,345.792,IPJSC UC RUSAL BO-05,-5.02,41,True
RU000A105104,TQCB,1000.0,100.19,39.89,182,8.0,2026-07-29,2027-07-28,345.792,IPJSC UC RUSAL BO-05,10.91,41,True
RU000A105112,TQCB,1000.0,100.1994,39.89,182,8.0,2026-07-29,2027-07-28,345.792,IPJSC UC RUSAL BO-06,-0.01,41,True
RU000A105112,TQCB,1000.0,100.1994,39.89,182,8.0,2026-07-29,2027-07-28,345.792,IPJSC UC RUSAL BO-06,11.98,41,True
RU000A105146,TQCB,1000.0,98.1913,28.36,184,5.625,2026-11-19,2026-11-19,395.83621,PIK K 1P5,7.67,149,True
RU000A105179,TQCB,1000.0,97.5,0.1,364,0.01,2026-08-28,2027-08-27,0.0,SberIOS 001P-533R 5Y IMOEX,0.0,0,True
RU000A1052C7,TQCB,200000.0,77.0,6482.19,182,6.5,2026-08-03,2031-01-27,368804.78288,Sovkombank T2-01,13.79,1397,True
RU000A105344,TQCB,520.92,86.25,0.0,92,,2026-06-28,2032-06-28,0.0,DOM.RF Mortgage agent BO 1P20,0.0,0,True
RU000A1053H4,TQCB,1000.0,91.6,12.33,30,15.0,2026-06-27,2027-07-22,10.68,LIZING-TREYD 001P-05,27.49,360,True
RU000A1053P7,TQCB,1000.0,97.3,124.66,182,25.0,2026-08-13,2037-07-30,89.73,Segezha Group 002P-05R,30.24,485,True
RU000A105492,TQCB,500.0,93.6,16.21,91,13.0,2026-08-18,2027-08-17,6.23,ENERGONICA 001P-03,27.9,214,True
RU000A1054W1,TQCB,1000.0,97.19,18.95,182,3.8,2026-08-25,2027-08-24,133.88634,Polyus PBO-02,5.63,417,True
RU000A1054W1,TQCB,1000.0,97.19,18.95,182,3.8,2026-08-25,2027-08-24,133.88634,Polyus PBO-02,6.89,417,True
RU000A1054X9,TQCB,1000.0,96.7,0.1,364,0.01,2026-09-11,2027-09-10,0.0,SberIOS 001P-536R 5Y IMOEX,0.0,0,True
RU000A105559,TQCB,1000.0,98.96,21.69,91,8.7,2026-08-26,2032-08-18,6.44,FGC ROSSETI BO 001P-06R,14.82,69,True
RU000A105591,TQCB,1380.82,,56.0,365,4.0,2026-08-31,2052-08-31,44.8,New Concession Company 13,0.0,0,True
RU000A1055Y4,TQCB,1000.0,91.25,46.12,182,9.25,2026-09-02,2032-08-25,28.13,Russian Post BO-002P-04,18.64,414,True
RU000A1056S4,TQCB,1000.0,98.55,21.19,91,8.5,2026-09-18,2057-08-10,0.93,FGC ROSSETI BO-05,15.36,94,True
RU000A1056T2,TQCB,450.0,99.5,6.66,30,18.0,2026-06-26,2026-08-25,5.99,CentreR BO-02,27.02,62,True
RU000A1056U0,TQCB,1000.0,99.9255,24.75,184,4.95,2026-09-23,2027-03-23,909.17482,GazpromKapital ZO27-1-D,4.17,269,True
RU000A1057B8,TQCB,1000.0,97.0,18.7,182,3.75,2026-09-14,2029-09-14,746.87463,Eurasian Develop Bank P03-03,10.59,0,True
RU000A1057D4,TQCB,1000.0,96.513,9.22,91,3.7,2026-09-11,2027-09-10,12.10272,METALLOINVEST 001P-02,5.66,436,True
RU000A1057D4,TQCB,1000.0,96.513,9.22,91,3.7,2026-09-11,2027-09-10,12.10272,METALLOINVEST 001P-02,6.86,436,True
RU000A1057P8,TQCB,1000.0,98.68,42.38,182,8.5,2026-09-15,2026-09-15,22.82,RusHydro BO-P06,14.15,84,True
RU000A1057S2,TQCB,1000.0,100.2666,32.41,182,6.5,2026-09-15,2032-09-07,188.5647,Rosneft 002P-12,0.61,87,True
RU000A1057S2,TQCB,1000.0,100.2666,32.41,182,6.5,2026-09-15,2032-09-07,188.5647,Rosneft 002P-12,7.88,87,True
RU000A105898,TQCB,608.72,93.0,12.44,91,8.2,2026-07-28,2032-07-28,7.66,DOM.RF Mortgage agent BO 1P21,0.0,0,True
RU000A1058R2,TQCB,651.79,97.88,8.36,31,15.1,2026-06-28,2032-09-28,7.01,DOM.RF Mortgage agent BO 1P22,0.0,0,True
RU000A1059N9,TQCB,1000.0,100.4345,23.75,184,4.75,2026-11-02,2026-11-02,494.24447,"PJSC ""LUKOIL"" ZO-26",2.2,132,True
RU000A1059P4,TQCB,1000.0,99.2059,14.0,183,2.8,2026-10-26,2027-04-26,325.33477,"PJSC ""LUKOIL"" ZO-27",2.78,304,True
RU000A1059Q2,TQCB,1000.0,91.9806,19.38,184,3.875,2026-11-06,2030-05-06,371.60134,"PJSC ""LUKOIL"" ZO-30",6.23,1315,True
RU000A1059R0,TQCB,1000.0,87.9845,18.0,183,3.6,2026-10-26,2031-10-26,418.6023,"PJSC ""LUKOIL"" ZO-31",6.38,1768,True
RU000A105A04,TQCB,1000.0,90.918,16.88,183,3.375,2026-10-22,2028-10-22,420.07108,METALLOINVEST 028,7.71,820,True
RU000A105A87,TQCB,1000.0,93.8513,19.25,183,3.85,2026-10-26,2028-04-26,447.9779,Sovcomflot ZO-2028,7.2,652,True
RU000A105A95,TQCB,1000.0,104.805,43.13,183,8.625,2026-10-28,2034-04-28,967.92602,GazpromKapital ZO34-1-D,7.79,2135,True
RU000A105AV9,TQCB,633.5,84.19,12.77,92,8.0,2026-06-28,2032-09-28,12.08,DOM.RF Mortgage agent BO 1P23,0.0,0,True
RU000A105BY1,TQCB,1000.0,90.0001,18.5,365,1.85,2026-11-17,2028-11-17,930.06082,GazpromKapital ZO28-1-E,6.06,857,True
RU000A105BZ8,TQCB,64.86,,1.62,91,10.0,2026-09-17,2027-12-16,0.09,SPE Alta,0.0,0,True
RU000A105CB7,TQCB,615.73,,12.18,92,7.85,2026-06-28,2032-09-28,11.52,DOM.RF Mortgage agent BO 1P24,0.0,0,True
RU000A105CM4,TQCB,750.0,97.22,21.88,91,11.7,2026-07-28,2027-10-26,13.46,HC Novotrans 001P-03,17.93,245,True
RU000A105DL4,TQCB,1000.0,100.99,87.26,182,17.5,2026-11-03,2027-11-02,23.49,New technologies BO-01,17.59,455,True
RU000A105DN0,TQCB,1000.0,99.75,24.18,91,9.7,2026-08-04,2057-09-25,13.02,FGC ROSSETI BO-06,10.26,0,True
RU000A105DR1,TQCB,1000.0,100.0,24.18,91,9.7,2026-08-04,2057-09-25,13.02,FGC ROSSETI BO-07,10.05,0,True
RU000A105DS9,TQCB,1000.0,99.84,59.84,91,24.0,2026-08-04,2026-11-03,32.22,APRI BO-002P-01,29.61,85,True
RU000A105EV1,TQCB,1000.0,98.3,22.44,182,4.5,2026-11-06,2027-11-07,61.27002,Eurasian Develop Bank P03-04,4.11,0,True
RU000A105EV1,TQCB,1000.0,98.3,22.44,182,4.5,2026-11-06,2027-11-07,61.27002,Eurasian Develop Bank P03-04,4.05,0,True
RU000A105EW9,TQCB,1000.0,99.1999,38.64,91,15.5,2026-08-06,2037-10-22,215.68776,Segezha Group 003P-01R,15.76,301,True
RU000A105EW9,TQCB,1000.0,99.1999,38.64,91,15.5,2026-08-06,2037-10-22,215.68776,Segezha Group 003P-01R,19.08,301,True
RU000A105GN3,TQCB,1000.0,96.8003,30.0,184,6.0,2026-09-17,2026-09-17,1175.024,Borets Capital ZO-2026,20.51,86,True
RU000A105GW4,TQCB,1000.0,106.27,88.22,184,17.5,2026-11-24,2032-11-24,14.38,Gazprombank BO 001P-22P,14.66,624,True
RU000A105H23,TQCB,485.52,89.16,3.86,31,9.35,2026-06-28,2032-10-28,3.23,DOM.RF Mortgage agent BO 1P25,0.0,0,True
RU000A105H98,TQCB,750.0,97.44,23.37,91,12.5,2026-08-20,2027-11-18,8.48,Efferon 01,166.52,15,True
RU000A105HH3,TQCB,1000.0,100.87,0.0,182,,2026-11-23,2032-11-15,11.52,RESO-LEASING BO-02P-02,11.93,156,True
RU000A105JF3,TQCB,693.22,97.06,8.81,31,14.97,2026-06-28,2032-11-28,7.39,DOM.RF Mortgage agent BO 1P26,0.0,0,True
RU000A105JH9,TQCB,1000.0,97.5437,15.0,182,3.0,2026-06-29,2027-06-29,1064.8655,GazpromKapital ZO27-2-D,4.72,363,True
RU000A105JT4,TQCB,1000.0,83.9878,17.5,181,3.5,2026-07-14,2031-07-14,1135.36694,GazpromKapital ZO31-1-D,7.5,1663,True
RU000A105KB0,TQCB,1000.0,97.99,29.17,91,11.7,2026-09-01,2037-11-17,6.73,GTLK BO 002P-02,17.5,161,True
RU000A105KR6,TQCB,1000.0,95.11,56.1,182,11.25,2026-12-01,2027-11-30,6.47,Vostochnaya Stevedoring 1P-03R,15.79,496,True
RU000A105KU0,TQCB,1000.0,89.8097,14.75,181,2.95,2026-07-27,2029-01-27,878.33044,GazpromKapital ZO29-1-D,6.92,907,True
RU000A105KW6,TQCB,1000.0,100.0,0.0,182,,2026-12-02,2028-12-03,8.77,Eurasian Develop Bank P03-05,16.63,491,True
RU000A105L27,TQCB,1000.0,99.75,44.88,91,18.0,2026-09-02,2032-11-24,9.86,Sistema PJSFC 001P-24,20.02,163,True
RU000A105LN3,TQCB,560.67,83.3,3.52,31,7.4,2026-06-28,2032-11-28,2.96,DOM.RF Mortgage agent BO 1P27,0.0,0,True
RU000A105LS2,TQCB,400.0,98.43,17.95,91,18.0,2026-09-08,2026-12-08,2.76,ReinnolC 001P-02,27.49,164,True
RU000A105LY0,TQCB,1000.0,,50.16,184,9.95,2026-11-15,2026-11-15,10.63,SPC DOM.RF 4,0.0,0,True
RU000A105M59,TQCB,501.4,98.41,7.83,30,19.0,2026-06-27,2027-11-19,6.79,LC Rodelen BO 001P-03,25.74,235,True
RU000A105M67,TQCB,1000.0,,28.17,91,11.3,2026-09-10,2027-12-09,3.72,Cherkizovo Group BO-001P-06,0.0,0,True
RU000A105M91,TQCB,1000.0,101.96,46.12,91,18.5,2026-09-11,2027-12-10,5.58,SINARA TRANSPORTATION 001P-03,18.08,479,True
RU000A105MN1,TQCB,1000.0,100.0,39.23,91,,2026-06-24,2027-09-22,38.82,DOM.RF 002P-01,14.93,409,True
RU000A105MP6,TQCB,1000.0,99.75,0.0,182,,2026-12-15,2026-12-15,3.36,DOMODEDOVO FUEL FACLITIES 2P-1,18.86,175,True
RU000A105N58,TQCB,1000.0,,84.77,182,17.0,2026-12-15,2032-12-07,3.26,Concern ROSSIUM 003P-01,0.0,0,True
RU000A105NB4,TQCB,1000.0,101.87,74.79,182,15.0,2026-12-17,2027-12-16,2.05,TGK-1 BO-001P-01,12.85,182,True
RU000A105ND0,TQCB,1000.0,95.38,25.68,91,10.3,2026-09-17,2029-12-13,1.41,Kaliningrad region 35007,14.28,631,True
RU000A105NK5,TQCB,1000.0,100.68,74.79,182,15.0,2026-12-17,2028-12-14,2.05,MIPC JSC BO 001P-05,15.77,182,True
RU000A105NN9,TQCB,587.65,101.23,8.09,31,16.2,2026-06-28,2032-11-28,6.78,DOM.RF Mortgage agent BO 1P29,0.0,0,True
RU000A105NP4,TQCB,572.09,88.93,13.49,91,9.46,2026-07-28,2032-10-28,8.3,DOM.RF Mortgage agent BO 1P30,0.0,0,True
RU000A105NT6,TQCB,700.0,97.18,18.52,91,10.61,2026-09-18,2027-12-17,0.81,Magadan Region 2022,14.83,323,True
RU000A105NY6,TQCB,525.93,95.8,0.0,92,,2026-06-28,2032-09-28,0.0,DOM.RF Mortgage agent BO 1P31,0.0,0,True
RU000A105NZ3,TQCB,675.0,97.82,8.71,31,15.2,2026-06-28,2032-11-28,7.31,DOM.RF Mortgage agent BO 1P32,0.0,0,True
RU000A105P72,TQCB,555.88,85.02,10.86,92,7.75,2026-06-28,2032-09-28,10.27,DOM.RF Mortgage agent BO 1P28,0.0,0,True
RU000A105PH6,TQCB,1000.0,99.91,29.92,91,12.0,2026-06-23,2037-12-08,0.0,ROSSETI BO 001P-07R,24.79,3,True
RU000A105PJ2,TQCB,1000.0,127.4,41.14,91,16.5,2026-06-23,2027-06-22,0.0,MGKL 001P-02,-9.06,0,True
RU000A105QW3,TQCB,1000.0,90.0,40.45,181,8.09,2026-07-26,0000-00-00,2425.69017,GazpromKapital BZO26-1-D,9.09,0,True
RU000A105QX1,TQCB,1000.0,77.2812,68.92,365,6.892,2027-01-26,0000-00-00,2352.50678,GazpromCapital BZO26-1-E,8.93,0,True
RU000A105R62,TQCB,1000.0,97.35,24.75,181,4.95,2026-08-06,2028-02-06,1383.59076,GazpromKapital ZO28-1-D,6.51,567,True
RU000A105RF6,TQCB,792.0,93.7,9.44,30,14.5,2026-07-02,2027-12-24,6.61,LIZING-TREYD 001P-06,27.22,253,True
RU000A105RH2,TQCB,1000.0,97.3477,36.44,181,7.288,2026-08-16,2037-08-16,1888.11669,GazpromKapital ZO37-1-D,7.71,2764,True
RU000A105RW1,TQCB,619.26,,28.56,91,18.5,2026-06-26,2031-03-21,27.62,REO-01,0.0,0,True
RU000A105RZ4,TQCB,1000.0,96.8601,15.0,365,1.5,2027-02-17,2027-02-17,435.992312,GazpromKapital ZO27-1-E,4.37,239,True
RU000A105S87,TQCB,1000.0,117.9,0.1,364,0.01,2027-02-26,2028-02-25,0.0,SberIOS 001P-553R 5Y SBER,0.0,0,True
RU000A105SG2,TQCB,1000.0,86.4,16.25,181,3.25,2026-08-25,2030-02-25,782.12535,GazpromKapital ZO30-1-D,7.41,1256,True
RU000A105SK4,TQCB,633.7,98.81,10.42,30,20.0,2026-07-14,2028-01-05,3.13,LC Rodelen BO 001P-04,25.43,194,True
RU000A105SP3,TQCB,1000.0,100.91,62.33,91,25.0,2026-07-31,2038-01-15,36.3,Segezha Group 003P-02R,27.96,283,True
RU000A105TP1,TQCB,1000.0,99.64,39.27,91,15.75,2026-08-06,2028-02-03,20.28,Magnit BO-004P-03,14.86,526,True
RU000A105TY3,TQCB,1000.0,95.09,26.3,91,10.55,2026-08-17,2028-02-14,10.41,VimpelKom 001P-06,14.94,553,True
RU000A105UC7,TQCB,390.45,90.91,10.48,92,10.65,2026-06-26,2050-06-26,10.14,MA Titan-5 A,16.67,717,True
RU000A105UD5,TQCB,589.67,,16.35,92,11.0,2026-06-26,2050-06-26,15.82,MA Titan-5 B,0.0,0,True
RU000A105UE3,TQCB,1000.0,,0.0,92,,2026-06-26,2050-06-26,0.0,MA Titan-5 V,0.0,0,True
RU000A105VC5,TQCB,1000.0,95.52,51.86,182,10.4,2026-08-14,2028-02-11,37.04,Polyus PBO-03,14.01,544,True
RU000A105VQ5,TQCB,1000.0,100.0,39.39,91,15.8,2026-08-18,2038-02-02,15.15,ROSSETI BO 001P-08R,14.59,541,True
RU000A105VU7,TQCB,1000.0,100.1,52.36,91,21.0,2026-08-19,2038-02-03,19.56,Etalon-Finans 002P-01,22.94,580,True
RU000A105W08,TQCB,1000.0,99.3,0.0,182,,2026-08-19,2027-02-17,55.67,METALLOINVEST 001P-04,16.12,226,True
RU000A105W81,TQCB,1000.0,97.3,23.31,91,9.35,2026-08-17,2027-02-15,9.22,VimpelKom 001P-05,14.79,231,True
RU000A105WK6,TQCB,1000.0,91.8,22.06,91,8.85,2026-07-19,2028-04-16,15.76,VimpelKom 001P-04,15.01,607,True
RU000A105WP5,TQCB,1000.0,90.68,24.56,91,9.85,2026-08-17,2029-02-12,9.72,VimpelKom 001P-07,15.3,845,True
RU000A105WZ4,TQCB,833.6,93.38,9.93,30,14.5,2026-07-19,2028-02-09,1.32,LIZING-TREYD 001P-07,27.55,281,True
RU000A105X80,TQCB,1000.0,86.66,20.0,91,8.02,2026-07-16,2029-03-09,14.94,VimpelKom 001P-08,15.13,876,True
RU000A105XA5,TQCB,5000.0,92.67,77.0,365,1.54,2026-06-30,2027-06-30,6880.06585,GazpromKapital ZO27-1-FR,6.25,366,True
RU000A105XE7,TQCB,1000.0,92.5,23.19,91,9.3,2026-09-17,2028-09-14,1.27,VimpelKom 001P-02,14.22,740,True
RU000A105XG2,TQCB,10000000.0,87.0,648219.18,182,13.0,2026-09-04,2033-08-26,388219.18,Bank DOM.RF SUB-T2-1,16.75,0,True
RU000A105YB1,TQCB,1000.0,98.44,32.41,91,13.0,2026-09-10,2038-02-25,4.27,Medsi group 001P-02,17.59,256,True
RU000A105YH8,TQCB,1000.0,98.83,40.1,91,,2026-06-24,2030-09-18,39.68,VEB.RF PBO-002P-36,15.31,1141,True
RU000A105YK2,TQCB,1000.0,94.91,18.2,91,7.3,2026-07-19,2027-04-18,13.0,VimpelKom 001P-03,14.08,289,True
RU000A105YV9,TQCB,1000.0,,26.3,91,10.55,2026-09-21,2028-03-20,0.29,VimpelKom 001P-09,0.0,0,True
RU000A105ZC6,TQCB,1000.0,101.4338,32.41,182,6.5,2026-09-14,2033-03-07,190.50978,Rosneft 002P-13,5.7,262,True
RU000A105ZC6,TQCB,1000.0,101.4338,32.41,182,6.5,2026-09-14,2033-03-07,190.50978,Rosneft 002P-13,1.03,262,True
RU000A106037,TQCB,1000.0,99.52,39.39,91,15.8,2026-09-21,2028-03-20,0.43,RusHydro BO-P10,14.82,573,True
RU000A106169,TQCB,707.69,99.99,33.26,91,18.85,2026-06-27,2031-12-20,31.8,REO-02,17.08,736,True
RU000A1061K1,TQCB,750.0,82.5,8.38,30,13.6,2026-07-17,2027-03-14,1.68,EvroTrans BO-001P-03,88.02,161,True
RU000A1062J1,TQCB,115.36,99.31,1.04,30,11.0,2026-07-03,2031-04-03,0.7,SFO VTB RKS Etalon 02,26.07,66,True
RU000A1062M5,TQCB,10240.46,90.25,137.15,91,5.5,2026-07-03,2028-03-31,122.08,Seligdar GOLD01,10.88,611,True
RU000A106375,TQCB,1000.0,98.94,0.0,91,,2026-07-08,2028-04-05,32.52,GazpromCapital 07,14.85,570,True
RU000A1064G3,TQCB,1000.0,98.42,50.14,183,10.0,2026-10-18,2033-04-18,18.08,Gazprombank BO 001P-26P,15.22,120,True
RU000A1064L3,TQCB,1000.0,99.8,0.0,182,,2026-10-22,2028-04-20,27.08,Eurasian Develop Bank P03-07,16.95,589,True
RU000A1064Y6,TQCB,1000.0,98.9417,16.88,184,3.348,2026-09-15,2026-09-15,673.43563,SUEK-Finance 001P-07R,8.03,84,True
RU000A106565,TQCB,1000.0,99.67,40.64,91,16.3,2026-07-17,2028-04-14,29.92,Gazprom Neft 003P-06R,14.57,577,True
RU000A1065A3,TQCB,1000.0,,27.8,91,11.15,2026-07-21,2030-04-16,19.25,ROSSETI BO 001P-10R,0.0,0,True
RU000A1065C9,TQCB,1000.0,,26.03,91,10.44,2026-07-21,2028-04-18,18.02,ROSSETI BO 001P-09R,0.0,0,True
RU000A1065R7,TQCB,606.15,86.77,4.43,31,8.6,2026-06-28,2033-03-28,3.71,DOM.RF Mortgage agent BO 1P33,0.0,0,True
RU000A1065Y3,TQCB,1000.0,93.01,37.4,91,15.0,2026-07-23,2027-07-22,25.07,AGTK BO-02,30.83,238,True
RU000A106607,TQCB,500.0,94.86,13.21,91,10.6,2026-07-23,2028-04-26,8.86,Ulyanovskaya oblast 34005,15.26,512,True
RU000A106631,TQCB,1000.0,98.67,59.84,91,24.0,2026-07-23,2027-04-22,40.11,APRI BO-002P-02,31.37,153,True
RU000A106672,TQCB,1000.0,96.89,24.43,91,9.8,2026-07-23,2028-04-20,16.38,Gazprom capital BO-001P-05,14.64,294,True
RU000A1067H4,TQCB,1000.0,99.8,0.0,91,,2026-08-06,2027-05-06,25.11,LEGENDA BO 002P-01,21.36,170,True
RU000A1068S9,TQCB,1000.0,95.01,33.66,91,13.5,2026-08-13,2028-05-11,14.79,LifeStream BO-P02,19.03,497,True
RU000A106987,TQCB,958.4,92.43,11.42,30,14.5,2026-07-06,2028-04-26,6.47,LIZING-TREYD 001P-08,27.95,304,True
RU000A1069H0,TQCB,1000.0,36.0,0.3,1101,0.01,2026-08-26,2026-08-26,0.28,Bank VTB C-1-518,0.0,0,True
RU000A1069N8,TQCB,1000.0,100.09,0.0,91,,2026-08-19,2028-05-17,14.37,MMC NORILSK NICKEL BO-09,14.36,612,True
RU000A1069Y5,TQCB,1000000.0,,0.0,365,,2027-05-25,2043-05-25,0.0,Pension holding 01,0.0,0,True
RU000A106AB9,TQCB,1000.0,98.0,0.0,0,,0000-00-00,2026-06-22,0.0,SberIOS 001P-566R 3Y KR85,0.0,0,True
RU000A106AP9,TQCB,1000.0,84.2,0.02,91,0.01,2026-07-06,2028-06-22,0.0,SberIOS 001P-567R 5Y AC IMOEX,0.0,0,True
RU000A106AQ7,TQCB,1000.0,160.71,0.1,364,0.01,2026-06-26,2026-06-26,0.0,SberIOS 001P-568R 3Y TATN,0.0,0,True
RU000A106AT1,TQCB,1000.0,94.6,24.93,91,10.0,2026-08-25,2028-05-23,7.67,Gazprom capital BO-001P-06,14.66,568,True
RU000A106AU9,TQCB,520.0,97.35,8.55,30,20.0,2026-07-13,2027-05-09,2.85,Ultra BO-01,28.8,219,True
RU000A106B51,TQCB,800.0,99.06,10.52,30,16.0,2026-07-14,2026-11-11,3.16,MFC Bistrodengi 002P-02,23.82,93,True
RU000A106CL4,TQCB,1000.0,94.01,0.0,182,,2026-12-03,2033-05-26,8.59,iUOMZ B-5,17.85,0,True
RU000A106D59,TQCB,1000.0,99.9,33.66,91,13.5,2026-09-10,2033-06-02,4.44,Inter.Bank for Econ.Co 002P-01,14.34,570,True
RU000A106D83,TQCB,1000.0,92.46,0.3,1102,0.01,2026-07-06,2026-07-06,0.0,SberIOS 001P-570R 3Y KR85,0.0,0,True
RU000A106DP3,TQCB,1000.0,97.7,65.32,182,13.1,2026-12-11,2033-06-03,3.95,RESO-LEASING BO-P-22,16.79,347,True
RU000A106E33,TQCB,1000.0,,0.1,365,0.01,2026-08-30,2026-08-30,0.08,ALFA-BANK 001P-04,0.0,0,True
RU000A106EM8,TQCB,1000.0,100.56,14.79,30,18.0,2026-07-07,2033-05-31,7.89,Baltic Leasing BO-P08,19.58,294,True
